State/Centre,Grade,Subject,Medium,Textbook Name,Chapter No.,Chapter Name,Chapter Concept Name,Topic Name,Topic Concept Name,Sub-Topic,Keywords,Name,Description,Icon / Image filepath,File Type,File Path,Audience,Content Purpose,Content Duration (in mins),Content Size (in MB),License Type (CC-BY etc),Content Author/Provider Name,Comments
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Godavari Basin,"river system, tributary, second longest, Godavari, Ganga, Maharashtra, Telangana, Andhra Pradesh, Chhattisgarh, Madhya Pradesh, Odisha, Karnataka, Puducherry, Bay of Bengal, subcontinent, Indus, Dakshina Ganga, barrage, dam, river delta, Western Ghat, Nasik, Maharashtra, Arabian Sea, West Godavari district, East Godavari district, Deccan Plateau",Drainage_The Peninsular Rivers_3,Contemporary India - I_3_Drainage_The Peninsular Rivers : Godavari River and It's Tributaries,https://drive.google.com/a/netscribes.com/file/d/1dpfC_f_05Lro2O7jmGkb44YZh0vb5NZe/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=EkFbpUdjIf8,Learner,Explanation Content,8:33,NA,Standard YouTube License,Trick It_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Mahanadi Basin,"Mahanadi , East Central India, Chhattisgarh, Odisha, Dhamtari, Chhattisgarh, Hasdeo, Jharkhand",Drainage_The Peninsular Rivers_1,Contemporary India - I_3_Drainage_The Peninsular Rivers : Mahanadi,https://drive.google.com/a/netscribes.com/file/d/1NOvpBbF49KZ-xhLm3U3aMqlzUbJ2v68P/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1EgueEmOTlA-tfFsyc_HOqKV5EwYAri2b/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Mahanadi Basin,"Mahanadi Basin, Maharashtra, Chhatisgarh, Odisha, Jharkhand, East Coast",Drainage_The Peninsular Rivers_2,Contemporary India - I_3_Drainage_The Peninsular Rivers : Mahanadi river flow system,https://drive.google.com/a/netscribes.com/file/d/16DzbBVwpqVN59rn5KdoWilZeTuc2PwJN/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=g2X5HcYCvKg,Learner,Explanation Content,8:36,NA,Standard YouTube License,Hitech Solutions_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Mahanadi Basin,"tributary, northern, east flowing river, Peninsular, Ganga, Brahmaputra, Mahanadi Basin, Maharashtra, Chhatisgarh, Odisha, Jharkhand, East Coast",Drainage_The Peninsular Rivers_3,Contemporary India - I_3_Drainage_The Peninsular Rivers : Mahanadi River and It's Tributaries,https://drive.google.com/a/netscribes.com/file/d/1AISnJSv9Wgt81yyBkuLYkk_odinBwa2L/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=JexzeSeTMGs,Learner,Explanation Content,8:21,NA,Standard YouTube License,Trick It_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Krishna Basin,"Krishna River, Ganga, Godavari, Brahmaputra, Krishnaveni, Maharashtra, Karnataka, Telangana, Andhra Pradesh, Mahabaleshwar, Bay of Bengal, Hamasaladeevi, Bay of Bengal",Drainage_The Peninsular Rivers_1,Contemporary India - I_3_Drainage_The Peninsular Rivers : Krishna River,https://drive.google.com/a/netscribes.com/file/d/15me1h7G3SpAWEktEKzEM3c4AfkDB2MxT/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/13yA1evcZu4Ip87FFnWO69xzCndT281Cs/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Krishna Basin,"tributary, east floing river, Krishna River, Ganga, Godavari, Brahmaputra, Krishnaveni, Maharashtra, Karnataka, Telangana, Andhra Pradesh, Mahabaleshwar, Bay of Bengal, Hamasaladeevi, Bay of Bengal",Drainage_The Peninsular Rivers_2,Contemporary India - I_3_Drainage_The Peninsular Rivers : Krishna River and It's Tributaries,https://drive.google.com/a/netscribes.com/file/d/1gqYJ5tJHB4XD5Bu85FqjBrPlfnA-TNfa/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=P-9vp-c4-Vw,Learner,Explanation Content,9:20,NA,Standard YouTube License,Trick It_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Krishna Basin,"Krishna river, Mahabaleshwar, Andhra Pradesh, Almatti, Srisailam Dam, Nagarjuna Sagar Dam, fluctuation, Satara, Karad, Sangli, Amaravati, Vijayawada, Bhima, Musi, Munneru, Koyna, Panchgana, Dudhganga",Drainage_The Peninsular Rivers_3,Contemporary India - I_3_Drainage_The Peninsular Rivers : Krishna River System,https://drive.google.com/a/netscribes.com/file/d/1fADnfe6stKK7dHw2ryUStOn8Mc2z3c2K/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=y-RWwehLfdI,Learner,Explanation Content,6:51,NA,Standard YouTube License,Unacademy_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Kaveri Basin,"Kaveri, Karnataka, Tamil Nadu, Godavari, Krishna, Western Ghat, Talakaveri, Kodagu, Deccan plateau, Poompuhar, Harangi, Hemavati, Kabini, Bhavani, Arkavathy, Lakshmana Tirtha, Noyyal, Arkavati, irrigation system",Drainage_The Peninsular Rivers_1,Contemporary India - I_3_Drainage_The Peninsular Rivers : Kaveri,https://drive.google.com/a/netscribes.com/file/d/1ByjjvWBOEp1-BT8APeq1tG6AUBr8iyp1/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/14h5Z3IO2Cs64im3qFFH68kGS9i9NFwCX/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Kaveri Basin,"Bay of Bengal, Puducherry, Kaveri, Karnataka, Tamil Nadu, Godavari, Krishna, Western Ghat, Talakaveri, Kodagu, Deccan plateau, Poompuhar, Harangi, Hemavati, Kabini, Bhavani, Arkavathy, Lakshmana Tirtha, Noyyal, Arkavati, irrigation system",Drainage_The Peninsular Rivers_2,Contemporary India - I_3_Drainage_The Peninsular Rivers : Kaveri,https://drive.google.com/a/netscribes.com/file/d/1V_33dVF2qIAzRTkb-zRU3Z6HimR647jU/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=rqyltQTydKw,Learner,Explanation Content,16:33,NA,Standard YouTube License,Audiopedia_www.youtube.com,It is a lengthy video
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,The Peninsular Rivers,Peninsular Rivers,The Kaveri Basin,"west glowing, east flowing, Arabian Sea, Bay of Bengal, Luni, Sabarmati, Mahi, Narmada, Tapi, Subarnarekha, Mahanadi, Godavari, Krishna, Jharkhand, Odisha, West Bengal, Chhotanagpur Plateau, gold particle",Drainage_The Peninsular Rivers_3,"Contemporary India - I_3_Drainage_The Peninsular Rivers : Indian River Godavari,Kaveri,Krishna",https://drive.google.com/a/netscribes.com/file/d/1plVjEy6z2To5hRa7CYWqxgEaDq-n4xmy/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=oYKFz_TX9Ig,Learner,Explanation Content,10:10,NA,Standard YouTube License,Study G.K._www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,Lakes,Lakes,NA,"lake, basin, river, ocean, lagoon, pond, river, stream, mountainous area, rift zone, glaciation, hydro-electric power",Drainage_Lakes_1,Contemporary India - I_3_Drainage_Lakes : Lake,https://drive.google.com/a/netscribes.com/file/d/1FGwnVlN9o07Kg5Zx01bjkIp7uvoy4T6z/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1O1itGLXxxl5OwYUSDcGk1t4NVYI3kYgL/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,Lakes,Lakes,NA,"lake, tectonic, glacier, meander, river, boating, swimming, flow, river water, storage, Barapani Lake, economic system",Drainage_Lakes_2,Contemporary India - I_3_Drainage_Lakes : Importance of Lakes and Rivers,https://drive.google.com/a/netscribes.com/file/d/1zJpr15QWh0txMhRULDdeb-2wsu_fR3O8/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=oeMqD8cN_zI,Learner,Explanation Content,9:00,NA,Standard YouTube License,Sai Praveen_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,Lakes,Lakes,NA,"Himachal Pradesh, Jammu and Kashmir, Mahanadi, Telengana, Tamil Nadu, Rajasthan, Odisha, Kerala, Karnataka, lake, tectonic, glacier, meander, river, boating, swimming, flow, river water, storage, Barapani Lake, economic system",Drainage_Lakes_3,Contemporary India - I_3_Drainage_Lakes : Major Lakes of India,https://drive.google.com/a/netscribes.com/file/d/1ETDdQ5NzQ_yq1mJjc3AkoqYXL4ucvJV1/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=0gDxdv-nFnY,Learner,Explanation Content,41:43,NA,Standard YouTube License,Target with Alok_www.youtube.com,It is a lengthy video
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,Role of Rivers in the Economy,Role of Rivers in the Economy,NA,"river, role, economy, contribute, Indus, India, civilization, irrigation, navigation, transportation, dam, electricity, pollution, agriculture, hydel power, dust, waste",Drainage_Role of Rivers in the Economy_1,Contemporary India - I_3_Drainage_Role of Rivers in the Economy : Role of Rivers,https://drive.google.com/a/netscribes.com/file/d/1pD9W5pmoAcMAxsNNU05o2ssidik5wsVo/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=wp02SOSUzYs,Learner,Explanation Content,4:23,NA,Standard YouTube License,Pebbles AP & TS Board Syllabus_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,Role of Rivers in the Economy,Role of Rivers in the Economy,NA,"river, water, nutrient, water cycle, drainage channel, surface water, habitat, organism",Drainage_Role of Rivers in the Economy_2,Contemporary India - I_3_Drainage_Role of Rivers in the Economy : Why The Rivers Are Important?,https://drive.google.com/a/netscribes.com/file/d/1Ok_A2j-rFPItTw33ReNvTHgCVAQvWjjr/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=llKtdXmwPNI,Instructor,Explanation Content,0:45,NA,Standard YouTube License,Frequent Question_www.youtube.com,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,River Pollution,River Pollution,NA,"Water pollution, lake, river, ocean, aquifer, groundwater, pollution, contaminant, wastewater, environmental degradation, aquatic ecosystem, public health, irrigation, water body, species, biological community, groundwater pollution, nutrient pollution",Drainage_River Pollution_1,Contemporary India - I_3_Drainage_River Pollution : Water pollution,https://drive.google.com/a/netscribes.com/file/d/1pJV_4mv2SFCLq_8t49afln1G7AcG14kB/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1SZVaMggTbmPfdLuzGvRREHG-vBHQj2ge/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 9,Geography,English,Contemporary India - I,3,Drainage,Drainage,River Pollution,River Pollution,NA,"agricultural demand, sewage, industrial effluent, adequate, Water pollution, lake, river, ocean, aquifer, groundwater, pollution, contaminant, wastewater, environmental degradation, aquatic ecosystem, public health, irrigation, water body, species, biological community, groundwater pollution, nutrient pollution",Drainage_River Pollution_2,"Contemporary India - I_3_Drainage_River Pollution : River Pollution: Causes, Actions and Revival",NA,PDF,http://www.janhitfoundation.in/pdf/booklet/river_pollution_causes_action_and_revival.pdf,Instructor,Explanation Content,NA,0.292,NA,Poulami Paul_www.janhitfoundation.in,Copyright checking is in progress
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,NA,NA,NA,"resource, development, living, dead, human value, need, water, forest, land, wind, animal, economically feasible, culturally acceptable, technologically accesible, biotic, abiotic, renewable, non-renewable, exhaustibility, origin, ownership, individual, community, national, international, potential, developed, stock, reserve",Resources and Development_1,Contemporary India - II_1_Resources and Development : Resources and Development,https://drive.google.com/a/netscribes.com/file/d/1W2nTKbNRM4SmdcvdfTaKPd_iGCWkdaLc/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=UVuiniJvvBg,Learner,Explanation Content,16:09,NA,Standard YouTube License,Dronstudy.com_www.youtube.com,It is a lengthy video
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,NA,NA,NA,"resource, development, living, dead, human value, need, water, forest, land, wind, animal, reserve, soil, land degradation",Resources and Development_2,Contemporary India - II_1_Resources and Development : Resources and Development,https://drive.google.com/a/netscribes.com/file/d/1Vrc55coIkKb_VxZ6nXZW8MvPMewuH-Qi/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=hTT_dXVbJ40,Learner,Explanation Content,21:56,NA,Standard YouTube License,Amit Sengupta_www.youtube.com,It is a lengthy video
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,NA,NA,NA,"resource, planning, utilisation, development, living, dead, human value, need, water, forest, land, wind, animal, economically feasible, culturally acceptable, technologically accesible, biotic, abiotic, renewable, non-renewable, exhaustibility, origin, ownership, individual, community, national, international, potential, developed, stock, reserve, soil, land degradation",Resources and Development_3,Contemporary India - II_1_Resources and Development : Resources and Development,https://drive.google.com/a/netscribes.com/file/d/17UW8AD6e65UklIJES032GPG80PLUbOqa/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=fR1Q_cnd3Co,Learner,Explanation Content,4:51,NA,Standard YouTube License,PuStack_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,NA,NA,NA,"resource, planning, utilisation, development, living, dead, human value, need, water, forest, land, wind, animal, economically feasible, culturally acceptable, technologically accesible, biotic, abiotic, renewable, non-renewable, exhaustibility, origin, ownership, individual, community, national, international, potential, developed, stock, reserve, soil, land degradation",Resources and Development_4,Contemporary India - II_1_Resources and Development : Resources and Development,NA,PDF,http://www.studiestoday.com/sites/default/files/CBSE%20Class%2010%20Geography%20Worksheet%20%281%29.pdf,Instructor,Practice Content,NA,0.121,NA,Poulami Paul_www.studiestoday.com,Copyright checking is in progress
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,NA,"resource, source, supply, basis , renewable , non renewable resource, development , biotic , abiotic, distribution, material, energy, service, staff, knowledge, natural resource, environment, biological resource, competition, sustainability, conservation, stewardship",Resources and Development_Types of Resources_1,Contemporary India - II_1_Resources and Development_Types of Resources : Resource,https://drive.google.com/a/netscribes.com/file/d/1GOR9g65JE9kka3ycITGMNqZLcNF5PD9E/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1vMRUsmYyO1PHtK3eOG2RUXIjba5n0_iL/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,NA,"resource, source, supply, basis , renewable , non renewable resource, development , biotic , abiotic",Resources and Development_Types of Resources_2,Contemporary India - II_1_Resources and Development_Types of Resources : Types of Resources,https://drive.google.com/a/netscribes.com/file/d/1TMl6lAVLAE3sqoMFeuEqcYSF--k_Ncku/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=HQgjVOC0rek,Learner,Explanation Content,8:21,NA,Standard YouTube License,PuStack_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of Origin,"Biotic component, Producer, autotroph, plant, photosynthesis , food, sunlight, water, carbon dioxide, energy, heterotroph, animal, Decomposer, detritivores, fungi, bacteria",Resources and Development_Types of Resources_1,Contemporary India - II_1_Resources and Development_Types of Resources : Biotic component,https://drive.google.com/a/netscribes.com/file/d/12w7JtjL-AIeNxA65mmdT_Aw2rtEAJZeY/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1VUhxneYqxACrUxtT6J5VaYF2T55EupXx/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of Origin,"Abiotic Component, Non-living, Chemical, Physical, Environment, Living Organism, Ecosystem, Growth, Maintenance, Reproduction, Hydrolysis",Resources and Development_Types of Resources_2,Contemporary India - II_1_Resources and Development_Types of Resources : Abiotic component,https://drive.google.com/a/netscribes.com/file/d/1DE_ye1bdKvh7arx-iYJskpXJwY2kgnmM/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1M6IStyGpozeeiyWplZLDn6aVbz7jl4dZ/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of Exhaustibility,"renewable resource, natural resource, resource, depletion, consumption, biological reproduction, natural environment, ecosphere, sustainable agriculture, water resource, solar, geothermal, wind power",Resources and Development_Types of Resources_1,Contemporary India - II_1_Resources and Development_Types of Resources : Renewable resource,https://drive.google.com/a/netscribes.com/file/d/1u0QgAYYNvmxWN0sQmNeAnG3Cn7mTSTVj/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1EuVIJvZ1uK7U6Li5TTAUCiCDmwy5bYmm/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of Exhaustibility,"non-renewable resource, sustainable , economic extraction, carbon-based, heat, pressure, metal ore, fossil fuel, coal, petroleum, natural gas, groundwater, aquifer",Resources and Development_Types of Resources_2,Contemporary India - II_1_Resources and Development_Types of Resources : Non-renewable resource,https://drive.google.com/a/netscribes.com/file/d/1vATnI3ZI_Qu8J9jgdQOi2wNMYJePWbBA/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/13PCW1Ls3iwkJXHbrYT3NDAFLW20zeGie/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of Ownership,"resource, development, basis, biotic, abiotic, flora, fauna, soil, plant, animal, atmosphere, energy, flower, non-renewable, renewable",Resources and Development_Types of Resources_1,Contemporary India - II_1_Resources and Development_Types of Resources : Resources and Development,https://drive.google.com/a/netscribes.com/file/d/115PWNr1KqandVUm_mRxQbgShZWfxxfLr/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Znl5fXcdjZM,Learner,Explanation Content,24:31,NA,Standard YouTube License,Edunetworking_www.youtube.com,It is a lengthy video
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Types of Resources,Types of Resources,On the Basis of the Status of Development,"Potential Resource, Mineral oil",Resources and Development_Types of Resources_1,"Contemporary India - II_1_Resources and Development_Types of Resources, Potential Resource",https://drive.google.com/a/netscribes.com/file/d/1DNHc9oT3NHqCLygPA7Hb2pKL_p9tFM5G/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=68oId3XDpdI,Instructor,Explanation Content,0:44,NA,Standard YouTube License,Benjamin Spears_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Development of Resources,Development of Resources,NA,"Resource, Development, types of resources, Sustainable Development, First Earth Summit, Resource Planning, Conversation of resource",Resources and Development_Development of Resources_1,Contemporary India - II_1_Resources and Development_Development of Resources : Resource & Development,https://drive.google.com/a/netscribes.com/file/d/12PNdztF9d70ZG2dRlgxyUN3H9xusSm1f/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=b73MwAWuW28,Instructor,Explanation Content,6:03,NA,Standard YouTube License,Mukund Ingle_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Development of Resources,Development of Resources,Sustainable development,"Sustainable Development, Environment, Development, primary, secondary",Resources and Development_Development of Resources_1,Contemporary India - II_1_Resources and Development_Development of Resources : Sustainable Development,https://drive.google.com/a/netscribes.com/file/d/1dLEHftbvcbi3nqfv6PyyCq9FsWv7X4hn/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=fjFPb_8yKcY,Learner,Explanation Content,8:48,NA,Standard YouTube License,Pebbles CBSE Board Syllabus_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Development of Resources,Development of Resources,Sustainable development,"Sustainable development, next generation, progress economic development, United Nation",Resources and Development_Development of Resources_2,Contemporary India - II_1_Resources and Development_Development of Resources : What is sustainable development?,https://drive.google.com/a/netscribes.com/file/d/1pyyoVm39Pn5ACa7_mo-Oug1Ec00gcJD1/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=7V8oFI4GYMY,Learner,Explanation Content,3:40,NA,Standard YouTube License,FN-sambandet Norge_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,NA,"Sustainable development, Environment, Future generation, human development, ecosystem, economy, service","Resources and Development_Rio de Janeiro Earth Summit, 1992_1","Contemporary India - II_1_Resources and Development_Rio de Janeiro Earth Summit, 1992 : Sustainable Development",https://drive.google.com/a/netscribes.com/file/d/1dYNx7zU7VI1rbf1ctUCxzSpk3A7Xn783/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1ky11YszoEJEvUSR3F4ijVk_xM_5GjFsB/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,NA,"Rio De Janeiro Earth Summit 1992, UNCED,","Resources and Development_Rio de Janeiro Earth Summit, 1992_2","Contemporary India - II_1_Resources and Development_Rio de Janeiro Earth Summit, 1992 : Sustainable Development",https://drive.google.com/a/netscribes.com/file/d/1FND_PYIeekVz4AKYKxmmhCK2a93tIQtI/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=Tvl3BVsocHw,Instructor,Explanation Content,0:46,NA,Standard YouTube License,Reyna Sanabria _www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,"Rio de Janeiro Earth Summit, 1992 - Agenda 21","United Nations Conference on Environment and Development, UNCED, Rio de Janeiro, Brazil, combat environmental damage, poverty, disease, global sustainable","Resources and Development_Rio de Janeiro Earth Summit, 1992_1","Contemporary India - II_1_Resources and Development_Rio de Janeiro Earth Summit, 1992 : Rio de janeiro",https://drive.google.com/a/netscribes.com/file/d/1hikBWhK0L6ZfT-DqzQn4tlP_gpBc8gCU/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=JvFQwx5BVVg,Learner,Explanation Content,8:42,NA,Standard YouTube License,Pebbles CBSE Board Syllabus_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,"Rio de Janeiro Earth Summit, 1992",Sustainable Development,"Rio de Janeiro Earth Summit, 1992 - Agenda 21","Agenda 21, United Nations Conference on Environment and Development, UNCED, Rio de Janeiro, Brazil","Resources and Development_Rio de Janeiro Earth Summit, 1992_2","Contemporary India - II_1_Resources and Development_Rio de Janeiro Earth Summit, 1992 : Agenda 21",https://drive.google.com/a/netscribes.com/file/d/164S4TOq6cE3EEaq38DOzSjg5uQx5csLC/view?usp=drivesdk,HTML,https://drive.google.com/a/netscribes.com/file/d/1JAjInlNVMeLG5OOBXcAhyu3q4C-9jZoa/view?usp=drive_web,Instructor,Explanation Content,NA,Less than 1 MB,CC-BY,Poulami Paul_www.wikipedia.org,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Resource Planning,Resource Planning,NA,"Resource, Planning, identification, inventory, surveying, mapping, qualitative, quantitative estimation, measurement, Plan, planning structure, technology, skill, institutional set up, hinder development, economically backward region, colony, development, Conservation, socio-economic, environmental problem",Resources and Development_Resource Planning_1,Contemporary India - II_1_Resources and Development_Resource Planning : Resource Planning in India,https://drive.google.com/a/netscribes.com/file/d/1SO4l8VumRyNjTv8vJ6xsTdpzNThCqt6a/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=eyS6pECYAQA,Learner,Explanation Content,12:17,NA,Standard YouTube License,SuccessCDs Education_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Resource Planning,Resource Planning,Resource Planning in India,"Resource, Planning, identification, inventory, surveying, mapping, qualitative, quantitative estimation, measurement, Plan, planning structure, technology, skill, institutional set up, hinder development, economically backward region, colony, development, Conservation, socio-economic, environmental problem",Resources and Development_Resource Planning_1,Contemporary India - II_1_Resources and Development_Resource Planning : Resource Planning in India,https://drive.google.com/a/netscribes.com/file/d/1dmOrU6lR6T_C2w4LBdGmrn-usVeQ-HMn/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=46qbNhCX1yM,Learner,Explanation Content,7:26,NA,Standard YouTube License,Pebbles CBSE Board Syllabus_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Land Resources,Land Resources,NA,"land, resource, economic activity, finite, plain, plateau, mountain, geographical area, Arunachal Pradesh, Jammu and Kashmir",Resources and Development_Land Resources_1,Contemporary India - II_1_Resources and Development_Land Resources : Land Resources,https://drive.google.com/a/netscribes.com/file/d/1aNOp-_LYwhLYc6bEiyBtVjHTbkZZnF_m/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=cCyVuvpaksw,Learner,Explanation Content,4:14,NA,Standard YouTube License,PuStack_www.youtube.com,
Centre,Class 10,Geography,English,Contemporary India - II,1,Resources and Development,Resources and Development,Land Resources,Land Resources,NA,"land, resource, economic activity, finite, plain, plateau, mountain, geographical area, water, tree, animal, insect, plant, soil",Resources and Development_Land Resources_2,Contemporary India - II_1_Resources and Development_Land Resources : Land Resources,https://drive.google.com/a/netscribes.com/file/d/1PyAaF_x--wBncta_EgovM9f0pXUiye8S/view?usp=drivesdk,URL (YouTube),https://www.youtube.com/watch?v=5s-ydgO6ITY,Learner,Explanation Content,3:54,NA,Standard YouTube License,Walnut Learning System_www.youtube.com,
